csid,age_class_part,sex,loc_stat,season,day,diary_type,part_educ_stat,part_job,age_class_cont,diary_keeper,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","No","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Infant","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","No","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Offspring","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Secondary","Participant",0,0,"Other relative","No","No","No","No","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Missing","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Adult","Participant",0,0,"Other relative","No","No","No","No","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","No","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Adult","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Adult","Participant",0,0,"Spouse","No","Yes","Yes","Yes","Regularly","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Pre-School","Participant",0,0,"Other relative","No","No","No","No","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","No","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Offspring","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Adult","Participant",0,0,"Other relative","No","No","No","No","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Infant","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Parent","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Pre-School","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Adult","Participant",0,0,"Other relative","No","No","No","Missing","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","No","No","No","Missing","Missing","No","none","Yes","none","No","none","no",2011
332,5,"Male",1,1,1,"Picture","1","Agriculture/Fishing","Older","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Older","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Older","Participant",0,0,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","Yes","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Older","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Older","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
333,3,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Older","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Adult","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Older","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Infant","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Primary","Shadow",1,1,"Parent","Yes","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Older","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Secondary","Shadow",1,1,"Sibling","No","Yes","Yes","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Infant","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Pre-School","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
334,3,"Female",1,1,1,"Picture","1","Student","Secondary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Because the kid want to play far away such that the shadow could not follow the kid.","No","None","No",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Pre-School","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Adult","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Pre-School","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Adult","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
335,4,"Female",1,1,0,"Picture","2","Unemployed","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Secondary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Secondary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Pre-School","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Pre-School","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
337,4,"Male",1,0,1,"Picture","2","Student","Older","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
340,5,"Male",1,0,1,"Picture","2","Other","Adult","Participant",0,0,"Spouse","No","Yes","Yes","Yes","Regularly","No","none","Yes","none","No","none","no",2012
340,5,"Male",1,0,1,"Picture","2","Other","Older","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2012
340,5,"Male",1,0,1,"Picture","2","Other","Adult","Participant",0,0,"Offspring","No","Yes","No","Yes","Regularly","No","none","Yes","none","No","none","no",2012
340,5,"Male",1,0,1,"Picture","2","Other","Pre-School","Participant",0,0,"Offspring","Yes","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no",2012
340,5,"Male",1,0,1,"Picture","2","Other","Adult","Participant",0,0,"Offspring","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2012
340,5,"Male",1,0,1,"Picture","2","Other","Adult","Participant",0,0,"Offspring","No","Yes","No","Yes","Regularly","No","none","Yes","none","No","none","no",2012
342,3,"Female",1,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
342,3,"Female",1,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
342,3,"Female",1,1,1,"Picture","0","Pre-School","Pre-School","Shadow",1,1,"Parent","Yes","Yes","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
346,5,"Female",1,1,0,"Picture","3","Unemployed","Adult","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No comment",2011
346,5,"Female",1,1,0,"Picture","3","Unemployed","Primary","Participant",0,0,"Offspring","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No comment",2011
346,5,"Female",1,1,0,"Picture","3","Unemployed","Adult","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No comment",2011
346,5,"Female",1,1,0,"Picture","3","Unemployed","Adult","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No comment",2011
346,5,"Female",1,1,0,"Picture","3","Unemployed","Secondary","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No comment",2011
346,5,"Female",1,1,0,"Picture","3","Unemployed","Pre-School","Participant",0,0,"Offspring","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No comment",2011
346,5,"Female",1,1,0,"Picture","3","Unemployed","Primary","Participant",0,0,"Offspring","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No comment",2011
346,5,"Female",1,1,0,"Picture","3","Unemployed","Infant","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No comment",2011
347,5,"Male",1,1,0,"Picture","2","Casual Laborour","Infant","Participant",0,0,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
347,5,"Male",1,1,0,"Picture","2","Casual Laborour","Adult","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
347,5,"Male",1,1,0,"Picture","2","Casual Laborour","Secondary","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
348,6,"Male",1,0,0,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Other relative","No","No","No","Missing","Missing","No","None","Yes","None","No","None","No",2012
348,6,"Male",1,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Spouse","No","No","No","No","Missing","No","None","Yes","None","No","None","No",2012
348,6,"Male",1,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
348,6,"Male",1,0,0,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
348,6,"Male",1,0,0,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Other relative","No","No","No","No","Missing","No","None","Yes","None","No","None","No",2012
348,6,"Male",1,0,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Offspring","No","No","No","No","Missing","No","None","Yes","None","No","None","No",2012
348,6,"Male",1,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Yes","None","No","None","No",2012
348,6,"Male",1,0,0,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
